WOA_measurement_Species_Plant_Leaf	Rownames	Measurement	Family	Species	Species_short	Gender	Plant	GF	VPL	LL	LW	LA	LV	LLSH	SHL	CSW	CH	MEX	ML	MH	MW	MA	MTC	CS	CL	CW	CA	CV	MV	LVTMV	LVTMVP	LDMC	SLA	DSLM	FSLM	VPL-W	C-W	FLM-W	DLM-W	FSLM-W	DSLM-W	FWPM-W	DWPM-W	FSM-W	DSM-W	BL-W	BSP-W	LDMC-W	CL-C	CW-C	CH-C
WOA_microscopy_Grimmia.pulvinata_Plant2_Leaf2_Cell2	G. pulvinata_c18	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 2	apocarp																square																									18.451	7.211	17.308
WOA_microscopy_Grimmia.pulvinata_Plant2_Leaf2_Cell3	G. pulvinata_c19	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 2	apocarp																square																									13.071	6.944	18.148
WOA_microscopy_Grimmia.pulvinata_Plant2_Leaf2_Cell_Average	G. pulvinata_c20	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 2	apocarp																square																									16.374	7.040	17.723
WOA_microscopy_Grimmia.pulvinata_Plant2_Leaf3_Cell1	G. pulvinata_c21	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 2	apocarp																square																									17.56	7.044	17.713
WOA_microscopy_Grimmia.pulvinata_Plant2_Leaf3_Cell2	G. pulvinata_c22	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 2	apocarp																square																									23.026	7.487	17.308
WOA_microscopy_Grimmia.pulvinata_Plant2_Leaf3_Cell3	G. pulvinata_c23	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 2	apocarp																square																									41.292	8.399	18.148
WOA_microscopy_Grimmia.pulvinata_Plant2_Leaf3_Cell_Average	G. pulvinata_c24	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 2	apocarp																square																									27.293	7.643	17.723
WOA_microscopy_Grimmia.pulvinata_Plant3_Leaf1_Cell1	G. pulvinata_c25	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 3	apocarp																square																									12.882	6.423	17.713
WOA_microscopy_Grimmia.pulvinata_Plant3_Leaf1_Cell2	G. pulvinata_c26	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 3	apocarp																square																									11.803	6.769	17.308
WOA_microscopy_Grimmia.pulvinata_Plant3_Leaf1_Cell3	G. pulvinata_c27	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 3	apocarp																square																									8.405	6.935	18.148
WOA_microscopy_Grimmia.pulvinata_Plant3_Leaf1_Cell_Average	G. pulvinata_c28	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 3	apocarp																square																									11.030	6.709	17.723
WOA_microscopy_Grimmia.pulvinata_Plant3_Leaf2_Cell1	G. pulvinata_c29	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 3	apocarp																square																									12.782	6.316	17.713
WOA_microscopy_Grimmia.pulvinata_Plant3_Leaf2_Cell2	G. pulvinata_c30	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 3	apocarp																square																									13.06	7.648	17.308
WOA_microscopy_Grimmia.pulvinata_Plant3_Leaf2_Cell3	G. pulvinata_c31	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 3	apocarp																square																									22.223	9.761	18.148
WOA_microscopy_Grimmia.pulvinata_Plant3_Leaf2_Cell_Average	G. pulvinata_c32	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 3	apocarp																square																									16.022	7.908	17.723
WOA_microscopy_Grimmia.pulvinata_Plant3_Leaf3_Cell1	G. pulvinata_c33	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 3	apocarp																square																									12.87	6.787	17.713
WOA_microscopy_Grimmia.pulvinata_Plant3_Leaf3_Cell2	G. pulvinata_c34	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 3	apocarp																square																									14.531	6.363	17.308
WOA_microscopy_Grimmia.pulvinata_Plant3_Leaf3_Cell3	G. pulvinata_c35	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 3	apocarp																square																									14.774	7.044	18.148
WOA_microscopy_Grimmia.pulvinata_Plant3_Leaf3_Cell_Average	G. pulvinata_c36	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 3	apocarp																square																									14.058	6.731	17.723
